#Time px py pz qx qy qz qw
1560025109.19253135 21.77981185913086 21.453468322753906 0.0 0.0 0.0 -0.13568089417588874 0.99075259018366
1560025109.21749425 21.785358428955078 21.456510543823242 0.0 0.0 0.0 -0.13622959805305823 0.9906772918636534
1560025109.24255228 21.78814697265625 21.457199096679688 0.0 0.0 0.0 -0.13668402456255166 0.9906146967562031
1560025109.26747823 21.781877517700195 21.45262336730957 0.0 0.0 0.0 -0.13654940016018707 0.9906332627748238
1560025109.29239821 21.78965950012207 21.45318031311035 0.0 0.0 0.0 -0.1367768430751493 0.9906018853194234
1560025109.31729221 21.783546447753906 21.454923629760742 0.0 0.0 0.0 -0.13682218908746624 0.9905956231345431
1560025109.34234118 21.78249740600586 21.450769424438477 0.0 0.0 0.0 -0.13663159220056478 0.9906219299070349
1560025109.36737132 21.784135818481445 21.450969696044922 0.0 0.0 0.0 -0.13731648923898257 0.9905272241503916
1560025109.39221621 21.792396545410156 21.449445724487305 0.0 0.0 0.0 -0.13824548250933252 0.9903979940234946
1560025109.41719222 21.78774070739746 21.450973510742188 0.0 0.0 0.0 -0.13803107388305363 0.9904278987602736
1560025109.44226432 21.78706169128418 21.449806213378906 0.0 0.0 0.0 -0.13747022780513427 0.9905058992591638
1560025109.46715736 21.790510177612305 21.448244094848633 0.0 0.0 0.0 -0.13820557654838306 0.9904035635087997
1560025109.49210429 21.7943058013916 21.44784164428711 0.0 0.0 0.0 -0.1379741647798583 0.9904358282358835
1560025109.51707029 21.797245025634766 21.446447372436523 0.0 0.0 0.0 -0.1384627181218203 0.9903676467304035
1560025109.54203415 21.799772262573242 21.444486618041992 0.0 0.0 0.0 -0.13857204178579915 0.990352356101259
1560025109.56698918 21.800216674804688 21.441923141479492 0.0 0.0 0.0 -0.1383791304240765 0.9903793294809198
1560025109.59192014 21.806243896484375 21.443134307861328 0.0 0.0 0.0 -0.13870096125856596 0.9903343088805668
1560025109.61686826 21.809642791748047 21.437089920043945 0.0 0.0 0.0 -0.13856519434884196 0.9903533141839167
1560025109.64188623 21.81252098083496 21.43490982055664 0.0 0.0 0.0 -0.13878029515061466 0.990323194557165
1560025109.66686726 21.827571868896484 21.437572479248047 0.0 0.0 0.0 -0.14045766707677415 0.9900866849722554
1560025109.69175816 21.82678985595703 21.433979034423828 0.0 0.0 0.0 -0.1396193853185381 0.9902052450089697
1560025109.71675515 21.836538314819336 21.43476104736328 0.0 0.0 0.0 -0.13984271659326672 0.9901737295120566
1560025109.74173522 21.842506408691406 21.429561614990234 0.0 0.0 0.0 -0.1392765839675883 0.9902535196394505
1560025109.76670337 21.85616683959961 21.42888069152832 0.0 0.0 0.0 -0.13954006087257512 0.9902164265511242
1560025109.79165316 21.857250213623047 21.425697326660156 0.0 0.0 0.0 -0.1393455233224509 0.9902438210511553
1560025109.81657624 21.863632202148438 21.42575454711914 0.0 0.0 0.0 -0.13964039670325473 0.9902022821669104
1560025109.84158826 21.87193489074707 21.422990798950195 0.0 0.0 0.0 -0.13911580154843972 0.9902761199582341
1560025109.86648726 21.878984451293945 21.42023468017578 0.0 0.0 0.0 -0.13897673714441938 0.9902956460232928
1560025109.89149618 21.886077880859375 21.41975212097168 0.0 0.0 0.0 -0.13868844720025864 0.9903360614524653
1560025109.91650128 21.900264739990234 21.41912269592285 0.0 0.0 0.0 -0.13896351525870707 0.9902975014746545
1560025109.94143414 21.90961456298828 21.41988754272461 0.0 0.0 0.0 -0.1388636420004727 0.990311511056175
1560025109.96636415 21.912216186523438 21.41534423828125 0.0 0.0 0.0 -0.1375292663131764 0.9904977036355812
1560025109.99131918 21.9262638092041 21.415597915649414 0.0 0.0 0.0 -0.1375158055763361 0.9904995725474549
1560025110.01628828 21.92926788330078 21.414274215698242 0.0 0.0 0.0 -0.13638288754271366 0.9906562007000772
1560025110.04127026 21.931459426879883 21.410234451293945 0.0 0.0 0.0 -0.13518742668778372 0.9908200440370264
1560025110.06629133 21.96094512939453 21.41441535949707 0.0 0.0 0.0 -0.13526538213860614 0.990809404676246
1560025110.09116626 21.96949005126953 21.41080093383789 0.0 0.0 0.0 -0.13418243530403115 0.9909566459012622
1560025110.11615133 21.982919692993164 21.40848159790039 0.0 0.0 0.0 -0.13391852536374976 0.990992345361153
1560025110.14114833 21.988183975219727 21.402273178100586 0.0 0.0 0.0 -0.1331836858479984 0.99109137107733
1560025110.16606927 21.997249603271484 21.400156021118164 0.0 0.0 0.0 -0.13165682904826706 0.9912953542536934
1560025110.19102526 22.010658264160156 21.39908218383789 0.0 0.0 0.0 -0.131327595674175 0.9913390250637973
1560025110.21597528 22.015846252441406 21.396957397460938 0.0 0.0 0.0 -0.1305806809650614 0.9914376862711548
1560025110.24093413 22.039669036865234 21.397748947143555 0.0 0.0 0.0 -0.1305936816978778 0.9914359738785925
1560025110.26600528 22.049991607666016 21.392431259155273 0.0 0.0 0.0 -0.1305790263247285 0.991437904199797
1560025110.29090619 22.064870834350586 21.388107299804688 0.0 0.0 0.0 -0.13070454157985864 0.9914213649152407
1560025110.31584620 22.061138153076172 21.382036209106445 0.0 0.0 0.0 -0.12997576753526774 0.9915171707306021
1560025110.34082723 22.07073211669922 21.38300323486328 0.0 0.0 0.0 -0.13004574046158462 0.9915079956247445
1560025110.36579728 22.08897590637207 21.37802505493164 0.0 0.0 0.0 -0.13147484254373956 0.9913195074132753
1560025110.39071727 22.104976654052734 21.37747573852539 0.0 0.0 0.0 -0.13116403716743047 0.9913606787410629
1560025110.41567636 22.11928939819336 21.377845764160156 0.0 0.0 0.0 -0.13184731925945772 0.9912700360669109
1560025110.44072127 22.125627517700195 21.373580932617188 0.0 0.0 0.0 -0.13219567213378797 0.9912236398861238
1560025110.46569133 22.139450073242188 21.366167068481445 0.0 0.0 0.0 -0.13255866019969872 0.9911751619194564
1560025110.49055719 22.16193962097168 21.36652946472168 0.0 0.0 0.0 -0.1342500060600175 0.9909474940040393
1560025110.51551723 22.16459846496582 21.362550735473633 0.0 0.0 0.0 -0.1330842051521473 0.9911047342935162
1560025110.54054332 22.17073631286621 21.360797882080078 0.0 0.0 0.0 -0.1329034351359417 0.9911289910647689
1560025110.56554723 22.191776275634766 21.35828399658203 0.0 0.0 0.0 -0.1338726886490612 0.9909985384620259
1560025110.59046531 22.209815979003906 21.358821868896484 0.0 0.0 0.0 -0.13449098758723105 0.9909148168524937
1560025110.61536026 22.224733352661133 21.357946395874023 0.0 0.0 0.0 -0.13441963898287002 0.9909244979592112
1560025110.64038515 22.22315216064453 21.34892463684082 0.0 0.0 0.0 -0.13364515474023772 0.9910292491215675
1560025110.66536927 22.24210548400879 21.34842300415039 0.0 0.0 0.0 -0.13407729774743882 0.990970876579501
1560025110.69028616 22.246278762817383 21.346235275268555 0.0 0.0 0.0 -0.13370233422582764 0.9910215365079433
1560025110.71519327 22.26183319091797 21.34899139404297 0.0 0.0 0.0 -0.13457745549104735 0.9909030772348804
1560025110.74022627 22.26675033569336 21.337202072143555 0.0 0.0 0.0 -0.13357568815505952 0.9910386145523807
1560025110.76518130 22.28593635559082 21.336063385009766 0.0 0.0 0.0 -0.1339159263824335 0.9909926965730548
1560025110.79016232 22.290868759155273 21.334020614624023 0.0 0.0 0.0 -0.1336000251626671 0.9910353340202028
1560025110.81508017 22.30681610107422 21.330556869506836 0.0 0.0 0.0 -0.13388284835795328 0.9909971659472903
1560025110.84012127 22.3155517578125 21.32737922668457 0.0 0.0 0.0 -0.1333575966196084 0.9910679852683377
1560025110.86498332 22.327795028686523 21.323287963867188 0.0 0.0 0.0 -0.133100037086594 0.9911026082740109
1560025110.89000726 22.333404541015625 21.317096710205078 0.0 0.0 0.0 -0.13224955429649463 0.9912164523394367
1560025110.91490436 22.351802825927734 21.322406768798828 0.0 0.0 0.0 -0.1326366435986688 0.991164729384011
1560025110.93993235 22.36228370666504 21.31678581237793 0.0 0.0 0.0 -0.13219047295707004 0.9912243332663833
1560025110.96485519 22.376466751098633 21.319055557250977 0.0 0.0 0.0 -0.13203402330251648 0.991245184952013
1560025110.98983622 22.387495040893555 21.313335418701172 0.0 0.0 0.0 -0.1316610832251916 0.9912947892347509
1560025111.01480126 22.393566131591797 21.305767059326172 0.0 0.0 0.0 -0.1310026023657098 0.9913820243344197
1560025111.03990531 22.404876708984375 21.299053192138672 0.0 0.0 0.0 -0.13046556440603185 0.9914528412911102
1560025111.06471729 22.41028594970703 21.300636291503906 0.0 0.0 0.0 -0.129664900261147 0.9915578720580391
1560025111.08967423 22.423839569091797 21.286394119262695 0.0 0.0 0.0 -0.12806804793954746 0.9917653830906551
1560025111.11470819 22.43404197692871 21.280433654785156 0.0 0.0 0.0 -0.12733429218364184 0.9918598580616573
1560025111.13962626 22.450834274291992 21.286502838134766 0.0 0.0 0.0 -0.12737260149517418 0.9918549391863468
1560025111.16457224 22.462427139282227 21.289724349975586 0.0 0.0 0.0 -0.12827659867524768 0.9917384303496106
1560025111.18950415 22.46963882446289 21.28411102294922 0.0 0.0 0.0 -0.12746340799302078 0.9918432737195956
1560025111.21450925 22.48354148864746 21.282562255859375 0.0 0.0 0.0 -0.12704531088981943 0.9918969144930885
1560025111.23955226 22.491989135742188 21.279001235961914 0.0 0.0 0.0 -0.12575848047472973 0.9920608875410253
1560025111.26443720 22.508264541625977 21.276716232299805 0.0 0.0 0.0 -0.1259994964973615 0.9920303054253994
1560025111.28936028 22.51754379272461 21.275226593017578 0.0 0.0 0.0 -0.12546352731430574 0.9920982326936443
1560025111.31432533 22.523475646972656 21.271808624267578 0.0 0.0 0.0 -0.1256191655701032 0.9920785378393543
1560025111.33929133 22.54229164123535 21.27305793762207 0.0 0.0 0.0 -0.1257627379370211 0.9920603478350418
1560025111.36428618 22.552108764648438 21.268354415893555 0.0 0.0 0.0 -0.12545406592256175 0.9920994291619654
1560025111.38923526 22.570358276367188 21.26675796508789 0.0 0.0 0.0 -0.1254597427589774 0.9920987112918004
1560025111.41417813 22.582571029663086 21.264371871948242 0.0 0.0 0.0 -0.12607328990691657 0.9920209300070472
1560025111.43914914 22.59932518005371 21.26584243774414 0.0 0.0 0.0 -0.1270112567369241 0.991901275663111
1560025111.46417332 22.607555389404297 21.261117935180664 0.0 0.0 0.0 -0.12716024255003788 0.9918821869126471
1560025111.48903632 22.61430549621582 21.25518226623535 0.0 0.0 0.0 -0.12574523502167856 0.9920625665094629
1560025111.51401234 22.627277374267578 21.256629943847656 0.0 0.0 0.0 -0.12600659204781384 0.9920294041813961
1560025111.53902125 22.644132614135742 21.252635955810547 0.0 0.0 0.0 -0.12677807636450972 0.9919311061526978
1560025111.56397533 22.65761947631836 21.25537109375 0.0 0.0 0.0 -0.12738418884210045 0.9918534510869235
1560025111.58895516 22.66202735900879 21.247638702392578 0.0 0.0 0.0 -0.12701338512586655 0.9919010031242375
1560025111.61387229 22.68967628479004 21.242591857910156 0.0 0.0 0.0 -0.12774220563927857 0.9918074051439685
1560025111.63887620 22.69316291809082 21.239171981811523 0.0 0.0 0.0 -0.12794603603929228 0.991781131027321
1560025111.66377926 22.699201583862305 21.23355484008789 0.0 0.0 0.0 -0.12809949642918306 0.9917613215963756
1560025111.68875122 22.719839096069336 21.23332977294922 0.0 0.0 0.0 -0.12882915973777245 0.9916668027121103
1560025111.71373534 22.728057861328125 21.230022430419922 0.0 0.0 0.0 -0.12916062990409524 0.9916236845108013
1560025111.73877120 22.756376266479492 21.233503341674805 0.0 0.0 0.0 -0.13049747574343207 0.991448641546597
1560025111.76374221 22.75631332397461 21.22132682800293 0.0 0.0 0.0 -0.13005708736158778 0.9915065073044252
1560025111.78867626 22.76889991760254 21.21811294555664 0.0 0.0 0.0 -0.13039819558326193 0.9914617040454106
1560025111.81356835 22.781129837036133 21.213729858398438 0.0 0.0 0.0 -0.13044239905421046 0.9914558893511008
1560025111.83862519 22.80035400390625 21.208864212036133 0.0 0.0 0.0 -0.1306972140048222 0.9914223309222854
1560025111.86352921 22.81983184814453 21.20979118347168 0.0 0.0 0.0 -0.13118530942962905 0.9913578640379328
1560025111.88852334 22.82685089111328 21.203655242919922 0.0 0.0 0.0 -0.13113449225863602 0.9913645872937311
1560025111.91347122 22.844696044921875 21.201501846313477 0.0 0.0 0.0 -0.13184542856166984 0.9912702875439119
1560025111.93844128 22.870546340942383 21.20132827758789 0.0 0.0 0.0 -0.13239701926930522 0.9911967661814697
1560025111.96333337 22.88381576538086 21.193140029907227 0.0 0.0 0.0 -0.13200873581382178 0.9912485529214339
1560025111.98830318 22.900026321411133 21.192852020263672 0.0 0.0 0.0 -0.13221859573321815 0.9912205823843329
1560025112.01334834 22.918983459472656 21.192733764648438 0.0 0.0 0.0 -0.13224860899876192 0.9912165784619892
1560025112.03827119 22.932104110717773 21.187585830688477 0.0 0.0 0.0 -0.13215904149310095 0.9912285244844525
1560025112.06320214 22.95269203186035 21.187543869018555 0.0 0.0 0.0 -0.13227224140599425 0.9912134251277243
1560025112.08817315 22.96144676208496 21.180055618286133 0.0 0.0 0.0 -0.13174663893514788 0.9912834222003775
1560025112.11315131 22.983861923217773 21.179533004760742 0.0 0.0 0.0 -0.13175609254455695 0.9912821657214408
1560025112.13819337 22.994707107543945 21.172292709350586 0.0 0.0 0.0 -0.13156394558114473 0.991307685949787
1560025112.16309023 23.013471603393555 21.173147201538086 0.0 0.0 0.0 -0.13176129202462414 0.9912814746195965
1560025112.18801522 23.029987335205078 21.168283462524414 0.0 0.0 0.0 -0.13157954441207162 0.9913056155859864
1560025112.21295023 23.034034729003906 21.161052703857422 0.0 0.0 0.0 -0.13116309173215324 0.9913608038283855
1560025112.23802614 23.05770492553711 21.159574508666992 0.0 0.0 0.0 -0.1313710846178762 0.9913332628971565
1560025112.26289320 23.07254409790039 21.155656814575195 0.0 0.0 0.0 -0.1313309046244281 0.9913385867051325
1560025112.28790021 23.092626571655273 21.15273094177246 0.0 0.0 0.0 -0.13130774194193132 0.9913416549838462
1560025112.31285715 23.110265731811523 21.148197174072266 0.0 0.0 0.0 -0.13123801710792063 0.9913508878624061
1560025112.33782434 23.11867904663086 21.143972396850586 0.0 0.0 0.0 -0.13077238040320124 0.9914124189880216
1560025112.36278319 23.140878677368164 21.139923095703125 0.0 0.0 0.0 -0.1306955593901162 0.991422549045413
1560025112.38772631 23.155818939208984 21.1364688873291 0.0 0.0 0.0 -0.1306983958722465 0.9914221751183608
1560025112.41270924 23.170351028442383 21.133371353149414 0.0 0.0 0.0 -0.13078632628753678 0.9914105793545932
1560025112.43766618 23.185497283935547 21.131023406982422 0.0 0.0 0.0 -0.13083738218563923 0.9914038427516856
1560025112.46261334 23.20431900024414 21.125865936279297 0.0 0.0 0.0 -0.1306076279135705 0.9914341367588623
1560025112.48758626 23.22039222717285 21.120880126953125 0.0 0.0 0.0 -0.13080003577572663 0.9914087707101791
1560025112.51255322 23.239608764648438 21.119943618774414 0.0 0.0 0.0 -0.13106594762172483 0.9913736517449007
1560025112.53752518 23.251943588256836 21.117950439453125 0.0 0.0 0.0 -0.13132405036870873 0.9913394947215394
1560025112.56248426 23.269893646240234 21.112003326416016 0.0 0.0 0.0 -0.1313710846178762 0.9913332628971565
1560025112.58742619 23.286434173583984 21.107574462890625 0.0 0.0 0.0 -0.131665573742648 0.9912941928060606
1560025112.61244226 23.297948837280273 21.103368759155273 0.0 0.0 0.0 -0.13197683091579296 0.9912528013082356
1560025112.63741827 23.31011199951172 21.0992374420166 0.0 0.0 0.0 -0.1324586984610509 0.9911885255600996
1560025112.66230822 23.32111930847168 21.09670639038086 0.0 0.0 0.0 -0.13251328766266865 0.9911812289348658
1560025112.68727422 23.33403778076172 21.09023094177246 0.0 0.0 0.0 -0.132154314945671 0.9912291546566013
1560025112.71227121 23.353004455566406 21.090307235717773 0.0 0.0 0.0 -0.1333417652381983 0.991070115402115
1560025112.73725224 23.371389389038086 21.088708877563477 0.0 0.0 0.0 -0.1341670782270136 0.9909587252353282
1560025112.76219821 23.38109588623047 21.08245086669922 0.0 0.0 0.0 -0.13410139682635902 0.9909676157015522
1560025112.78712225 23.40951919555664 21.081398010253906 0.0 0.0 0.0 -0.13593883507116983 0.9907172316657732
1560025112.81210923 23.42460823059082 21.078351974487305 0.0 0.0 0.0 -0.13663253693119445 0.9906217996045442
1560025112.83704615 23.43741226196289 21.071090698242188 0.0 0.0 0.0 -0.13737765444131797 0.9905187429121178
1560025112.86201429 23.45696449279785 21.06898307800293 0.0 0.0 0.0 -0.1383245853779278 0.9903869491668519
1560025112.88696027 23.454938888549805 21.060768127441406 0.0 0.0 0.0 -0.1377278682665563 0.9904701077280174
1560025112.91199732 23.48386573791504 21.060537338256836 0.0 0.0 0.0 -0.14006580468589272 0.9901421970392401
1560025112.93689227 23.498273849487305 21.055450439453125 0.0 0.0 0.0 -0.1410680787284604 0.9899998975575003
1560025112.96183515 23.512203216552734 21.045549392700195 0.0 0.0 0.0 -0.14129490405221426 0.9899675500181183
1560025112.98684025 23.52427864074707 21.03859519958496 0.0 0.0 0.0 -0.14242561533986997 0.9898055082161644
1560025113.01179028 23.538803100585938 21.03681755065918 0.0 0.0 0.0 -0.14317955567810337 0.9896967287183588
1560025113.03674531 23.555883407592773 21.034465789794922 0.0 0.0 0.0 -0.14400844017438966 0.9895764594807919
1560025113.06171823 23.567522048950195 21.02996826171875 0.0 0.0 0.0 -0.14494196446561244 0.9894401583404877
1560025113.08665323 23.582977294921875 21.02578353881836 0.0 0.0 0.0 -0.14677607985248042 0.9891697439687175
1560025113.11168337 23.593358993530273 21.021930694580078 0.0 0.0 0.0 -0.14820981072497336 0.988955940375944
1560025113.13663936 23.615991592407227 21.017536163330078 0.0 0.0 0.0 -0.1500015360103523 0.9886857636248915
1560025113.16159129 23.62998390197754 21.013225555419922 0.0 0.0 0.0 -0.1512872671394457 0.9884898395034105
1560025113.18652725 23.64970588684082 21.00653839111328 0.0 0.0 0.0 -0.15314929620708798 0.9882030626704583
1560025113.21153522 23.66091537475586 20.991579055786133 0.0 0.0 0.0 -0.15377479933309132 0.9881059209872529
1560025113.23650122 23.67405128479004 20.985063552856445 0.0 0.0 0.0 -0.15464192032441282 0.9879705848244562
1560025113.26144934 23.69409942626953 20.99348258972168 0.0 0.0 0.0 -0.15791286341479596 0.9874530508171718
1560025113.28633237 23.71983528137207 20.992050170898438 0.0 0.0 0.0 -0.16060485335799599 0.9870187845618018
1560025113.31134319 23.74178123474121 20.991649627685547 0.0 0.0 0.0 -0.162545726009245 0.9867010119363047
1560025113.33632326 23.751352310180664 20.983583450317383 0.0 0.0 0.0 -0.16351251649284773 0.9865412596288998
1560025113.36122131 23.758630752563477 20.981170654296875 0.0 0.0 0.0 -0.16504094785795415 0.9862867156816764
1560025113.38624120 23.781776428222656 20.972721099853516 0.0 0.0 0.0 -0.16684332401760432 0.9859834203630183
1560025113.41119027 23.78289031982422 20.961544036865234 0.0 0.0 0.0 -0.1673219206377099 0.9859023150769594
1560025113.43617034 23.807159423828125 20.957441329956055 0.0 0.0 0.0 -0.1696854099428189 0.9854982808978094
1560025113.46107435 23.82823371887207 20.957592010498047 0.0 0.0 0.0 -0.17223933410917797 0.9850551313432294
1560025113.48601031 23.83845329284668 20.949979782104492 0.0 0.0 0.0 -0.17359992178474262 0.9848162606071913
1560025113.51103735 23.852882385253906 20.94552230834961 0.0 0.0 0.0 -0.17526721102560688 0.9845209011185622
1560025113.53598928 23.868549346923828 20.939483642578125 0.0 0.0 0.0 -0.17720455057123094 0.98417404317369
1560025113.56100535 23.882482528686523 20.933862686157227 0.0 0.0 0.0 -0.17906708167032692 0.983836866691868
1560025113.58589435 23.89836883544922 20.927499771118164 0.0 0.0 0.0 -0.18122019211520513 0.9834425463491644
1560025113.61088324 23.917387008666992 20.923542022705078 0.0 0.0 0.0 -0.184213776251818 0.982886201265968
1560025113.63590527 23.926605224609375 20.91863441467285 0.0 0.0 0.0 -0.18613312328337112 0.98252453425692
1560025113.66085315 23.94010353088379 20.908483505249023 0.0 0.0 0.0 -0.1879168794713636 0.9821849349332054
1560025113.68572736 23.95708656311035 20.906442642211914 0.0 0.0 0.0 -0.19089864619120175 0.9816097528459905
1560025113.71076536 23.96751594543457 20.898197174072266 0.0 0.0 0.0 -0.19309738276725236 0.9811795965919987
1560025113.73572230 23.97995376586914 20.886430740356445 0.0 0.0 0.0 -0.19567604070230094 0.9806685918775371
1560025113.76067114 23.993249893188477 20.883432388305664 0.0 0.0 0.0 -0.1987160228941964 0.980057111726206
1560025113.78560019 24.01215362548828 20.876188278198242 0.0 0.0 0.0 -0.20246066056219383 0.9792903966264144
1560025113.81064916 24.02315902709961 20.87166404724121 0.0 0.0 0.0 -0.20605326246792732 0.9785407773957729
1560025113.83556628 24.04054069519043 20.86278533935547 0.0 0.0 0.0 -0.21037106604261308 0.9776216111421098
1560025113.86049533 24.056432723999023 20.85662841796875 0.0 0.0 0.0 -0.21424417790588746 0.9767801350526283
1560025113.88549018 24.06183624267578 20.846696853637695 0.0 0.0 0.0 -0.21791381631226764 0.9759680162076129
1560025113.91055417 24.076210021972656 20.837080001831055 0.0 0.0 0.0 -0.22249978371673734 0.9749327393446201
1560025113.93547416 24.088260650634766 20.83191680908203 0.0 0.0 0.0 -0.22792708033354409 0.9736782045679291
1560025113.96031237 24.098033905029297 20.815547943115234 0.0 0.0 0.0 -0.2320455648272374 0.972704917148057
1560025113.98527527 24.109683990478516 20.812360763549805 0.0 0.0 0.0 -0.2386417464159578 0.9711076752181199
1560025114.01033020 24.11668586730957 20.803009033203125 0.0 0.0 0.0 -0.24405997082061112 0.9697601407786579
1560025114.03525114 24.13119125366211 20.7958984375 0.0 0.0 0.0 -0.250900387484532 0.9680129108437097
1560025114.06021833 24.146862030029297 20.787748336791992 0.0 0.0 0.0 -0.2579194954690418 0.9661664110581546
1560025114.08512926 24.155887603759766 20.77358627319336 0.0 0.0 0.0 -0.26415729812217653 0.9644796119404452
1560025114.11014724 24.172121047973633 20.76487922668457 0.0 0.0 0.0 -0.2718963924358921 0.9623265307474108
1560025114.13513517 24.21650505065918 20.754152297973633 0.0 0.0 0.0 -0.28153563434938667 0.9595507733265023
1560025114.16001320 24.246700286865234 20.74156379699707 0.0 0.0 0.0 -0.2902805997416917 0.9569415726226986
1560025114.18499017 24.242095947265625 20.731706619262695 0.0 0.0 0.0 -0.2969314708468451 0.9548987912971348
1560025114.20998120 24.243507385253906 20.723125457763672 0.0 0.0 0.0 -0.3042457594806386 0.9525935743212051
1560025114.23499417 24.245004653930664 20.69837188720703 0.0 0.0 0.0 -0.31154668561349597 0.9502308470488872
1560025114.25991416 24.213581085205078 20.670085906982422 0.0 0.0 0.0 -0.3150812335513175 0.9490647060468427
1560025114.28484321 24.230018615722656 20.66042137145996 0.0 0.0 0.0 -0.324493942946512 0.9458877739938422
1560025114.30983424 24.2294864654541 20.651411056518555 0.0 0.0 0.0 -0.3311869876407469 0.9435651430703911
1560025114.33479428 24.24437141418457 20.63347053527832 0.0 0.0 0.0 -0.3391587654487642 0.9407291490217947
1560025114.35980630 24.256526947021484 20.636566162109375 0.0 0.0 0.0 -0.34765311671790994 0.9376232241344724
1560025114.38468027 24.269062042236328 20.619915008544922 0.0 0.0 0.0 -0.3553948618563279 0.9347162629194603
1560025114.40968037 24.27459716796875 20.60928726196289 0.0 0.0 0.0 -0.3626119795242065 0.9319402085464156
1560025114.43464828 24.28249168395996 20.599035263061523 0.0 0.0 0.0 -0.3701170752532903 0.9289851186138294
1560025114.45958734 24.292016983032227 20.575788497924805 0.0 0.0 0.0 -0.3772004529253398 0.9261316419996233
1560025114.48455119 24.297826766967773 20.56868553161621 0.0 0.0 0.0 -0.3847922443376281 0.9230032116399223
1560025114.50952125 24.308979034423828 20.555360794067383 0.0 0.0 0.0 -0.3922672998662561 0.9198512735522177
1560025114.53450632 24.32063865661621 20.546838760375977 0.0 0.0 0.0 -0.3998732298314767 0.9165704555920091
1560025114.55951428 24.333221435546875 20.526437759399414 0.0 0.0 0.0 -0.40729277368632555 0.913297649456572
1560025114.58448029 24.34172821044922 20.522661209106445 0.0 0.0 0.0 -0.414640406973323 0.9099853476320356
1560025114.60938215 24.351043701171875 20.5161075592041 0.0 0.0 0.0 -0.42231751028598186 0.9064479690008961
1560025114.63441014 24.35808563232422 20.49571418762207 0.0 0.0 0.0 -0.42933169801488225 0.9031468834467945
1560025114.65933728 24.36629867553711 20.48477554321289 0.0 0.0 0.0 -0.4364586639048949 0.899724310387551
1560025114.68428016 24.365070343017578 20.470468521118164 0.0 0.0 0.0 -0.4424073072365457 0.8968142363408984
1560025114.70927429 24.371768951416016 20.464828491210938 0.0 0.0 0.0 -0.4492708084761565 0.8933956238146573
1560025114.73422623 24.381366729736328 20.453022003173828 0.0 0.0 0.0 -0.4564462804256899 0.8897509725117206
1560025114.75919414 24.392799377441406 20.436927795410156 0.0 0.0 0.0 -0.4629678278065566 0.886375084496444
1560025114.78412819 24.395484924316406 20.428966522216797 0.0 0.0 0.0 -0.4690974456562692 0.8831464128210924
1560025114.80916619 24.40459442138672 20.41904067993164 0.0 0.0 0.0 -0.4766903609680166 0.8790712711493773
1560025114.83404827 24.40629768371582 20.403297424316406 0.0 0.0 0.0 -0.48203791771577775 0.876150355751932
1560025114.85904431 24.419721603393555 20.3904972076416 0.0 0.0 0.0 -0.488350090202293 0.8726478037555656
1560025114.88397431 24.423553466796875 20.375431060791016 0.0 0.0 0.0 -0.4941864814059354 0.8693559234258549
1560025114.90903521 24.432950973510742 20.36568260192871 0.0 0.0 0.0 -0.4997625974286411 0.86616242484385
