#Time px py pz qx qy qz qw
1560004886.51554275 21.38555335998535 21.120319366455078 0.0 0.0 0.0 -0.3024812288143041 0.9531553421216232
1560004886.54057980 21.388736724853516 21.118337631225586 0.0 0.0 0.0 -0.30221738004650417 0.9532390336100526
1560004886.56546783 21.38204574584961 21.11312484741211 0.0 0.0 0.0 -0.30166551813310155 0.9534138215746021
1560004886.59046364 21.386003494262695 21.113868713378906 0.0 0.0 0.0 -0.30257712675881215 0.9531249038622283
1560004886.61552286 21.38918113708496 21.112079620361328 0.0 0.0 0.0 -0.3018441797281135 0.9533572736200538
1560004886.64044380 21.378496170043945 21.10852813720703 0.0 0.0 0.0 -0.30120267625639074 0.9535601437853766
1560004886.66543984 21.38534927368164 21.11610221862793 0.0 0.0 0.0 -0.3027891366964389 0.9530575736536724
1560004886.69045377 21.39004135131836 21.115739822387695 0.0 0.0 0.0 -0.3022898782691587 0.9532160455510688
1560004886.71547174 21.384506225585938 21.11115837097168 0.0 0.0 0.0 -0.30145206501219246 0.9534813330631517
1560004886.74040771 21.384023666381836 21.110843658447266 0.0 0.0 0.0 -0.30139818787446027 0.9534983651511897
1560004886.76543474 21.386600494384766 21.11393928527832 0.0 0.0 0.0 -0.30209897009947334 0.9532765665140612
1560004886.79043484 21.382099151611328 21.110797882080078 0.0 0.0 0.0 -0.3017571233026504 0.9533848323400729
1560004886.81541967 21.387075424194336 21.111202239990234 0.0 0.0 0.0 -0.30170438816061956 0.9534015220066654
1560004886.84040380 21.38473892211914 21.112375259399414 0.0 0.0 0.0 -0.30177121615842 0.9533803716766294
1560004886.86536670 21.390140533447266 21.113004684448242 0.0 0.0 0.0 -0.3022416978270252 0.9532313234963679
1560004886.89040065 21.387248992919922 21.11260986328125 0.0 0.0 0.0 -0.3020832878183263 0.9532815361795646
1560004886.91535378 21.386144638061523 21.111650466918945 0.0 0.0 0.0 -0.3019114592100259 0.9533359695289342
1560004886.94035172 21.387331008911133 21.11170768737793 0.0 0.0 0.0 -0.30175871443482966 0.9533843287272132
1560004886.96530676 21.386194229125977 21.115692138671875 0.0 0.0 0.0 -0.3023989632086925 0.9531814449779789
1560004886.99033380 21.389217376708984 21.11150550842285 0.0 0.0 0.0 -0.3018069026111895 0.953369075193988
1560004887.01535177 21.385334014892578 21.11564826965332 0.0 0.0 0.0 -0.30227737870033583 0.9532200094028944
1560004887.04030466 21.384634017944336 21.110363006591797 0.0 0.0 0.0 -0.3019582812053663 0.9533211402310875
1560004887.06526875 21.3872013092041 21.11415672302246 0.0 0.0 0.0 -0.3021405618404576 0.9532633848474054
1560004887.09028864 21.376285552978516 21.10879898071289 0.0 0.0 0.0 -0.30136795260345933 0.9535079219091989
1560004887.11529565 21.386926651000977 21.111183166503906 0.0 0.0 0.0 -0.3020291946850427 0.9532986759446929
1560004887.14040375 21.38620376586914 21.114791870117188 0.0 0.0 0.0 -0.30209737914714135 0.9532770706947841
1560004887.16526484 21.388385772705078 21.1143798828125 0.0 0.0 0.0 -0.3024110077613338 0.9531776237327303
1560004887.19026875 21.38267707824707 21.109594345092773 0.0 0.0 0.0 -0.30138022861469316 0.9535040418373459
1560004887.21530366 21.382524490356445 21.112085342407227 0.0 0.0 0.0 -0.301620282791427 0.953428133111678
1560004887.24024677 21.38758087158203 21.11512565612793 0.0 0.0 0.0 -0.30209396996073906 0.9532781510731062
1560004887.26521182 21.387231826782227 21.117755889892578 0.0 0.0 0.0 -0.30237964637250936 0.9531875730723918
1560004887.29022479 21.388280868530273 21.120712280273438 0.0 0.0 0.0 -0.3022239708662625 0.953236944014356
1560004887.31521678 21.384931564331055 21.119794845581055 0.0 0.0 0.0 -0.30178053559133805 0.9533774217686327
1560004887.34013581 21.379140853881836 21.116334915161133 0.0 0.0 0.0 -0.3009594057515007 0.953636951931763
1560004887.36514187 21.381389617919922 21.117334365844727 0.0 0.0 0.0 -0.3006815532368622 0.9537245952281339
1560004887.39013672 21.379220962524414 21.11675262451172 0.0 0.0 0.0 -0.29999272371684027 0.953941489671642
1560004887.41511273 21.38082504272461 21.12221336364746 0.0 0.0 0.0 -0.2999483731046133 0.9539554357892698
1560004887.44011474 21.378021240234375 21.122900009155273 0.0 0.0 0.0 -0.29949141034896176 0.9540989965025589
1560004887.46509385 21.36726188659668 21.122055053710938 0.0 0.0 0.0 -0.2980452363895714 0.9545517466672432
1560004887.49008965 21.370107650756836 21.12303924560547 0.0 0.0 0.0 -0.29758844346324387 0.9546942538410523
1560004887.51509666 21.37519073486328 21.124027252197266 0.0 0.0 0.0 -0.29707717338186684 0.954853472034029
1560004887.54010367 21.36422348022461 21.12355613708496 0.0 0.0 0.0 -0.29576013591705874 0.9552622372952482
1560004887.56506276 21.362470626831055 21.128408432006836 0.0 0.0 0.0 -0.2954260052602187 0.955365623945089
1560004887.59009075 21.363101959228516 21.13534927368164 0.0 0.0 0.0 -0.2951861468615538 0.9554397619426507
1560004887.61514187 21.358619689941406 21.138498306274414 0.0 0.0 0.0 -0.29403648201601357 0.9557941971175838
1560004887.64003277 21.334991455078125 21.13484001159668 0.0 0.0 0.0 -0.2922256841850799 0.9563493867319421
1560004887.66506481 21.344064712524414 21.14202880859375 0.0 0.0 0.0 -0.29192537868878893 0.9564410976518144
1560004887.69011378 21.333843231201172 21.141088485717773 0.0 0.0 0.0 -0.2907441718428474 0.9568008290858746
1560004887.71503782 21.333358764648438 21.15089988708496 0.0 0.0 0.0 -0.2906440259681571 0.9568312548035945
1560004887.74008083 21.32884407043457 21.155729293823242 0.0 0.0 0.0 -0.28980349649774284 0.9570861682302605
1560004887.76498985 21.313716888427734 21.15266227722168 0.0 0.0 0.0 -0.28845850417670893 0.9574923975510906
1560004887.79003382 21.320384979248047 21.15916633605957 0.0 0.0 0.0 -0.28795349992843805 0.9576443921826948
1560004887.81497383 21.31627655029297 21.162832260131836 0.0 0.0 0.0 -0.28735867026818723 0.9578230497444188
1560004887.84001374 21.302640914916992 21.17082405090332 0.0 0.0 0.0 -0.28661046612480034 0.9580472017117553
1560004887.86500478 21.293285369873047 21.173473358154297 0.0 0.0 0.0 -0.2859877429309595 0.9582332758223622
1560004887.88998365 21.293954849243164 21.17862319946289 0.0 0.0 0.0 -0.2853054871158401 0.9584366327627472
1560004887.91499686 21.281734466552734 21.180089950561523 0.0 0.0 0.0 -0.28409621878245944 0.9587957751646118
1560004887.93992972 21.27279281616211 21.18231964111328 0.0 0.0 0.0 -0.28322172594034006 0.9590544582844995
1560004887.96491170 21.278287887573242 21.187618255615234 0.0 0.0 0.0 -0.28307606854702283 0.9590974608536721
1560004887.98994470 21.269498825073242 21.194555282592773 0.0 0.0 0.0 -0.282312918412391 0.9593223733956583
1560004888.01490283 21.263261795043945 21.19844627380371 0.0 0.0 0.0 -0.2813063940363881 0.9596180035171518
1560004888.03987765 21.248231887817383 21.203866958618164 0.0 0.0 0.0 -0.28047417638458505 0.9598615714681928
1560004888.06491566 21.247821807861328 21.211681365966797 0.0 0.0 0.0 -0.27992763994513975 0.9600211020570039
1560004888.08986378 21.246017456054688 21.216230392456055 0.0 0.0 0.0 -0.2788654338086495 0.9603301879180484
1560004888.11489582 21.236494064331055 21.221439361572266 0.0 0.0 0.0 -0.27815535096387856 0.9605361006907349
1560004888.13985968 21.232952117919922 21.22469711303711 0.0 0.0 0.0 -0.27705752632399 0.9608533327762523
1560004888.16485977 21.2144718170166 21.226613998413086 0.0 0.0 0.0 -0.2753934945339896 0.961331588562634
1560004888.18985081 21.206533432006836 21.23269271850586 0.0 0.0 0.0 -0.2743477245840982 0.9616305558869934
1560004888.21481681 21.21211814880371 21.238807678222656 0.0 0.0 0.0 -0.27263280397872214 0.9621181602041922
1560004888.23982072 21.19574737548828 21.24269676208496 0.0 0.0 0.0 -0.2705743525586741 0.9626990805737036
1560004888.26482868 21.198829650878906 21.244497299194336 0.0 0.0 0.0 -0.269068565586569 0.9631210240739146
1560004888.28981376 21.196123123168945 21.25074577331543 0.0 0.0 0.0 -0.2677367079801808 0.9634921147575288
1560004888.31488085 21.17289924621582 21.25444793701172 0.0 0.0 0.0 -0.265551437501691 0.9640966933045594
1560004888.33982873 21.18279457092285 21.262481689453125 0.0 0.0 0.0 -0.26399885910616705 0.9645229921524122
1560004888.36480165 21.179479598999023 21.261266708374023 0.0 0.0 0.0 -0.26241982941202646 0.9649537984439269
1560004888.38976574 21.171188354492188 21.26321029663086 0.0 0.0 0.0 -0.26037214062725517 0.9655083367766334
1560004888.41481066 21.162771224975586 21.26651382446289 0.0 0.0 0.0 -0.2581132163342702 0.9661146761920028
1560004888.43976378 21.150390625 21.2669620513916 0.0 0.0 0.0 -0.2559515254500976 0.9666896175193815
1560004888.46478081 21.146869659423828 21.266273498535156 0.0 0.0 0.0 -0.25356162405383703 0.9673192352099592
1560004888.48973584 21.154687881469727 21.279001235961914 0.0 0.0 0.0 -0.2537140652705584 0.9672792632347116
1560004888.51475382 21.14810562133789 21.276105880737305 0.0 0.0 0.0 -0.25100008841104676 0.9679870637656509
1560004888.53972173 21.14324378967285 21.277578353881836 0.0 0.0 0.0 -0.24893352111487912 0.9685205738988448
1560004888.56476068 21.137725830078125 21.284074783325195 0.0 0.0 0.0 -0.24757966467397377 0.9688675397802955
1560004888.58973479 21.139781951904297 21.285907745361328 0.0 0.0 0.0 -0.24614167337317658 0.9692338606492514
1560004888.61475372 21.129117965698242 21.2833194732666 0.0 0.0 0.0 -0.2434310315141918 0.9699182093846554
1560004888.63970780 21.13325309753418 21.28961944580078 0.0 0.0 0.0 -0.2433285879476417 0.9699439150215887
1560004888.66463780 21.119409561157227 21.284992218017578 0.0 0.0 0.0 -0.24021583686074804 0.9707195020814668
1560004888.68967485 21.114606857299805 21.289392471313477 0.0 0.0 0.0 -0.2392774769139607 0.9709512289717178
1560004888.71461582 21.12679100036621 21.294391632080078 0.0 0.0 0.0 -0.2391077890294159 0.970993030472137
1560004888.73965073 21.113378524780273 21.293283462524414 0.0 0.0 0.0 -0.23770463311082382 0.9713374837808167
1560004888.76467085 21.113990783691406 21.295087814331055 0.0 0.0 0.0 -0.23732991106090964 0.971429108744339
1560004888.78972268 21.122753143310547 21.300615310668945 0.0 0.0 0.0 -0.23722221246489386 0.9714554142693637
1560004888.81463575 21.117252349853516 21.297405242919922 0.0 0.0 0.0 -0.23592427343856634 0.9717714428827824
1560004888.83963871 21.101383209228516 21.29430389404297 0.0 0.0 0.0 -0.23372749879381688 0.9723021424987124
1560004888.86460567 21.099599838256836 21.298994064331055 0.0 0.0 0.0 -0.23353276959583524 0.9723489319811579
1560004888.88960075 21.113115310668945 21.301721572875977 0.0 0.0 0.0 -0.2339201323831757 0.9722558159588647
1560004888.91461372 21.09502601623535 21.297821044921875 0.0 0.0 0.0 -0.2313059338904724 0.972881064132228
1560004888.93958068 21.095746994018555 21.30123519897461 0.0 0.0 0.0 -0.2309292250178697 0.9729705509585816
1560004888.96457267 21.09804344177246 21.30223846435547 0.0 0.0 0.0 -0.23112848605959968 0.9729232358885244
1560004888.98955870 21.093090057373047 21.300138473510742 0.0 0.0 0.0 -0.2296199856832968 0.9732803615478958
1560004889.01450777 21.094417572021484 21.30431365966797 0.0 0.0 0.0 -0.22874414324026388 0.9734865776852178
1560004889.03949475 21.10106658935547 21.30413818359375 0.0 0.0 0.0 -0.22958308986709894 0.9732890654102078
1560004889.06450582 21.092472076416016 21.302310943603516 0.0 0.0 0.0 -0.22857679771778844 0.9735258843734362
1560004889.08956671 21.109830856323242 21.307872772216797 0.0 0.0 0.0 -0.22939628523198513 0.9733331106675482
1560004889.11455584 21.093486785888672 21.30422019958496 0.0 0.0 0.0 -0.227555867163899 0.9737650267489
1560004889.13949585 21.10750961303711 21.308082580566406 0.0 0.0 0.0 -0.22902752433082788 0.9734199469390856
1560004889.16449666 21.110870361328125 21.305761337280273 0.0 0.0 0.0 -0.2287063112098202 0.9734954664572387
1560004889.18954372 21.101661682128906 21.3030948638916 0.0 0.0 0.0 -0.22769678813060554 0.973732084649061
1560004889.21445084 21.10015869140625 21.301822662353516 0.0 0.0 0.0 -0.22790641955754373 0.9736830407912325
1560004889.23944473 21.110172271728516 21.30462074279785 0.0 0.0 0.0 -0.22867404926681875 0.9735030452915473
1560004889.26448870 21.10201644897461 21.29944610595703 0.0 0.0 0.0 -0.22756770749445362 0.9737622597460424
1560004889.28941274 21.117029190063477 21.29860496520996 0.0 0.0 0.0 -0.22828177966511295 0.973595105304525
1560004889.31444383 21.119670867919922 21.302825927734375 0.0 0.0 0.0 -0.22874460743481112 0.9734864686114001
1560004889.33944583 21.120616912841797 21.30046844482422 0.0 0.0 0.0 -0.22827156623344047 0.9735975000221252
1560004889.36443567 21.11092185974121 21.295700073242188 0.0 0.0 0.0 -0.2263999963973467 0.974034415013803
1560004889.38935280 21.12713050842285 21.30026626586914 0.0 0.0 0.0 -0.22752847176031016 0.9737714282820265
1560004889.41434264 21.12432289123535 21.295562744140625 0.0 0.0 0.0 -0.22695034035103417 0.9739063317457946
1560004889.43936086 21.12493896484375 21.29385757446289 0.0 0.0 0.0 -0.22598312659469164 0.9741312162611809
1560004889.46434164 21.12453842163086 21.291913986206055 0.0 0.0 0.0 -0.22509746034698264 0.9743362527101916
1560004889.48938680 21.12489128112793 21.2880802154541 0.0 0.0 0.0 -0.22361001497742405 0.9746786963927118
1560004889.51434374 21.139263153076172 21.291810989379883 0.0 0.0 0.0 -0.2241621175368531 0.9745518688409531
1560004889.53934169 21.146625518798828 21.28884506225586 0.0 0.0 0.0 -0.22305853789595323 0.9748050516240256
1560004889.56430769 21.139720916748047 21.284799575805664 0.0 0.0 0.0 -0.22138019623912866 0.975187576168362
1560004889.58931279 21.144367218017578 21.2869815826416 0.0 0.0 0.0 -0.2209991071978432 0.9752740100185979
1560004889.61433768 21.154096603393555 21.286535263061523 0.0 0.0 0.0 -0.22009310065069404 0.9754788706301964
1560004889.63929772 21.155248641967773 21.285194396972656 0.0 0.0 0.0 -0.21895404441471691 0.9757351722852048
1560004889.66432071 21.16025161743164 21.284208297729492 0.0 0.0 0.0 -0.21807204190492546 0.9759326741837352
1560004889.68931580 21.15367889404297 21.280181884765625 0.0 0.0 0.0 -0.2156936351750047 0.9764610876757925
1560004889.71428680 21.16431427001953 21.281452178955078 0.0 0.0 0.0 -0.21536746129078502 0.9765330801448369
1560004889.73930979 21.169034957885742 21.278993606567383 0.0 0.0 0.0 -0.21349236971792948 0.9769447313293741
1560004889.76429582 21.173297882080078 21.27755355834961 0.0 0.0 0.0 -0.21203823611919154 0.9772613705777294
1560004889.78933167 21.182846069335938 21.28013801574707 0.0 0.0 0.0 -0.21107771914226306 0.9774692816051561
1560004889.81426668 21.172645568847656 21.273195266723633 0.0 0.0 0.0 -0.20721309646607186 0.9782958308471638
1560004889.83922267 21.18275260925293 21.273902893066406 0.0 0.0 0.0 -0.20552503606438485 0.9786518581961275
1560004889.86422873 21.196578979492188 21.27718734741211 0.0 0.0 0.0 -0.2037836123297117 0.9790159545920861
1560004889.88929582 21.201984405517578 21.27291488647461 0.0 0.0 0.0 -0.20053311739630755 0.9796869238829917
1560004889.91428065 21.205928802490234 21.27459144592285 0.0 0.0 0.0 -0.19735287008628716 0.9803325173984107
1560004889.93927264 21.195770263671875 21.272687911987305 0.0 0.0 0.0 -0.19251649718651442 0.9812937370181444
1560004889.96414185 21.205881118774414 21.268035888671875 0.0 0.0 0.0 -0.18851351281585693 0.9820705959786322
1560004889.98920465 21.22252082824707 21.271615982055664 0.0 0.0 0.0 -0.185107934960475 0.9827181958296431
1560004890.01418972 21.224557876586914 21.267656326293945 0.0 0.0 0.0 -0.18026792069436723 0.9836175459844794
1560004890.03916168 21.236671447753906 21.270633697509766 0.0 0.0 0.0 -0.176300856659855 0.984336328670745
1560004890.06411266 21.230756759643555 21.267335891723633 0.0 0.0 0.0 -0.16977892369647152 0.985482174911585
1560004890.08912182 21.24163818359375 21.26866912841797 0.0 0.0 0.0 -0.16512912810220284 0.9862719559290968
1560004890.11412764 21.257028579711914 21.268251419067383 0.0 0.0 0.0 -0.16022573517491132 0.9870803988468513
1560004890.13911986 21.26242446899414 21.267709732055664 0.0 0.0 0.0 -0.15502020315104573 0.9879112999733369
1560004890.16405678 21.262493133544922 21.267419815063477 0.0 0.0 0.0 -0.14904278811307087 0.9888307475556585
1560004890.18905973 21.2758731842041 21.266399383544922 0.0 0.0 0.0 -0.14419270167262635 0.9895496272468344
1560004890.21409178 21.279863357543945 21.265817642211914 0.0 0.0 0.0 -0.13820911850665452 0.9904030692408085
1560004890.23903179 21.281818389892578 21.26608657836914 0.0 0.0 0.0 -0.13267279925963904 0.9911598903994306
1560004890.26403570 21.305585861206055 21.26802635192871 0.0 0.0 0.0 -0.12859910814163147 0.9916966619814636
1560004890.28908873 21.313446044921875 21.266862869262695 0.0 0.0 0.0 -0.12340138528834914 0.99235684010789
1560004890.31400871 21.320512771606445 21.265737533569336 0.0 0.0 0.0 -0.11871873505793934 0.992927923842533
1560004890.33900881 21.3343448638916 21.267406463623047 0.0 0.0 0.0 -0.11488871414153763 0.9933783686807883
1560004890.36400986 21.33049201965332 21.263383865356445 0.0 0.0 0.0 -0.10944254116126417 0.9939931238113094
1560004890.38902164 21.353267669677734 21.265331268310547 0.0 0.0 0.0 -0.10656270089946089 0.9943059844821472
1560004890.41400385 21.351852416992188 21.261215209960938 0.0 0.0 0.0 -0.10162224011525853 0.9948230598020719
1560004890.43896079 21.375106811523438 21.264312744140625 0.0 0.0 0.0 -0.09865722671173628 0.9951214758096365
1560004890.46399283 21.372549057006836 21.261884689331055 0.0 0.0 0.0 -0.094558763045014 0.9955192817476702
1560004890.48900580 21.389921188354492 21.263715744018555 0.0 0.0 0.0 -0.09182722079660267 0.9957749552588537
1560004890.51401567 21.394699096679688 21.262115478515625 0.0 0.0 0.0 -0.08761402392472907 0.9961544974609696
1560004890.53891087 21.411867141723633 21.261455535888672 0.0 0.0 0.0 -0.08497198708601295 0.9963833405926931
1560004890.56391573 21.422603607177734 21.26091766357422 0.0 0.0 0.0 -0.08197459693328207 0.9966344191616232
1560004890.58893585 21.438608169555664 21.264413833618164 0.0 0.0 0.0 -0.07958109289595862 0.9968283952885195
1560004890.61387467 21.446598052978516 21.260169982910156 0.0 0.0 0.0 -0.07591985040471885 0.9971139234383026
1560004890.63892674 21.45635223388672 21.26032257080078 0.0 0.0 0.0 -0.07274244021084178 0.9973507594583624
1560004890.66389275 21.46918487548828 21.259525299072266 0.0 0.0 0.0 -0.07030039043227958 0.9975258668851996
1560004890.68891478 21.487009048461914 21.26006317138672 0.0 0.0 0.0 -0.06752965633542408 0.9977172673233734
1560004890.71382380 21.501041412353516 21.25899887084961 0.0 0.0 0.0 -0.06504390044555455 0.9978824033997336
1560004890.73882365 21.510848999023438 21.257795333862305 0.0 0.0 0.0 -0.062192484708182706 0.998064173711201
1560004890.76387167 21.525659561157227 21.258991241455078 0.0 0.0 0.0 -0.06016972352412836 0.9981881608048805
1560004890.78885484 21.538400650024414 21.260238647460938 0.0 0.0 0.0 -0.057367673897013735 0.9983531188871231
1560004890.81380486 21.557458877563477 21.260385513305664 0.0 0.0 0.0 -0.05549883289549665 0.9984587520509989
1560004890.83881974 21.57530403137207 21.261259078979492 0.0 0.0 0.0 -0.05356765964043943 0.9985642221913652
1560004890.86383867 21.590490341186523 21.26579475402832 0.0 0.0 0.0 -0.0515439027906703 0.9986707295626049
1560004890.88890171 21.59233283996582 21.260839462280273 0.0 0.0 0.0 -0.04921727374714681 0.9987880956263439
1560004890.91381073 21.60753631591797 21.26095962524414 0.0 0.0 0.0 -0.04703851032277349 0.9988930766336376
1560004890.93874574 21.62840461730957 21.262325286865234 0.0 0.0 0.0 -0.04605467073363485 0.9989389207071754
1560004890.96379185 21.641876220703125 21.26300048828125 0.0 0.0 0.0 -0.044525594240689075 0.9990082439387141
1560004890.98879981 21.658578872680664 21.261808395385742 0.0 0.0 0.0 -0.04303619247752196 0.9990735138802538
1560004891.01376486 21.675445556640625 21.260072708129883 0.0 0.0 0.0 -0.042714385174625766 0.9990873241609832
1560004891.03873277 21.690507888793945 21.26019287109375 0.0 0.0 0.0 -0.041708679165776086 0.9991298144296598
1560004891.06374073 21.703136444091797 21.256364822387695 0.0 0.0 0.0 -0.04041920804769726 0.9991828099105775
1560004891.08874464 21.72674560546875 21.258544921875 0.0 0.0 0.0 -0.03972977896072203 0.9992104606456701
1560004891.11371875 21.738004684448242 21.257076263427734 0.0 0.0 0.0 -0.03870155596793423 0.9992508141431062
1560004891.13867283 21.75007438659668 21.25480842590332 0.0 0.0 0.0 -0.037895339437022814 0.9992817136568412
1560004891.16366482 21.76042366027832 21.251129150390625 0.0 0.0 0.0 -0.03617132624512876 0.9993456034614193
1560004891.18867564 21.777212142944336 21.251338958740234 0.0 0.0 0.0 -0.03587254338420738 0.9993563731878373
1560004891.21361780 21.79546356201172 21.25115394592285 0.0 0.0 0.0 -0.034933763096590166 0.9993896298220786
1560004891.23860574 21.81024932861328 21.252750396728516 0.0 0.0 0.0 -0.03426682908511733 0.9994127197631875
1560004891.26360464 21.82954216003418 21.249523162841797 0.0 0.0 0.0 -0.033157859796858626 0.9994501269866806
1560004891.28866172 21.84276008605957 21.249156951904297 0.0 0.0 0.0 -0.03252519993891859 0.9994709157193786
1560004891.31359267 21.85965347290039 21.24959945678711 0.0 0.0 0.0 -0.03171261207384167 0.9994970286276261
1560004891.33862472 21.884349822998047 21.254362106323242 0.0 0.0 0.0 -0.031240775346533703 0.9995118878511388
1560004891.36355782 21.898006439208984 21.251115798950195 0.0 0.0 0.0 -0.029860737944186876 0.9995540687373689
1560004891.38853574 21.90869140625 21.252216339111328 0.0 0.0 0.0 -0.029151751516279092 0.9995749973781523
1560004891.41354966 21.923263549804688 21.252532958984375 0.0 0.0 0.0 -0.028073349201666497 0.999605865861441
1560004891.43853664 21.939191818237305 21.25360870361328 0.0 0.0 0.0 -0.027101924987380215 0.9996326753672962
1560004891.46353865 21.964157104492188 21.25371551513672 0.0 0.0 0.0 -0.026781130068546412 0.999641321210889
1560004891.48856282 21.974225997924805 21.25196075439453 0.0 0.0 0.0 -0.025792034907588225 0.9996673301330427
1560004891.51352978 21.987627029418945 21.24933624267578 0.0 0.0 0.0 -0.024128153545949278 0.9997088737259777
1560004891.53850269 22.01119041442871 21.251712799072266 0.0 0.0 0.0 -0.02321693477565309 0.999730450641383
1560004891.56349373 22.018245697021484 21.25051498413086 0.0 0.0 0.0 -0.021649488917006885 0.9997656223483745
1560004891.58854365 22.037792205810547 21.251869201660156 0.0 0.0 0.0 -0.020406411027146795 0.9997917675141114
1560004891.61357069 22.050138473510742 21.253276824951172 0.0 0.0 0.0 -0.01904602105848943 0.9998186080894073
1560004891.63846374 22.066675186157227 21.252599716186523 0.0 0.0 0.0 -0.017496797532634216 0.9998469193212041
